10;1;19;0;-9.3
10;1;22;0;-9.1
11;1;1;0;-9.1
11;1;4;0;-9.3
11;1;7;0;-9.4
11;1;10;7;-9.2
11;1;13;33;-8.5
11;1;16;8;-8.5
11;1;19;0;-8.9
11;1;22;0;-9.4
12;1;1;0;-11.4
12;1;4;0;-16.7
12;1;7;0;-20.0
12;1;10;37;-21.6
12;1;13;176;-22.5
12;1;16;49;-23.6
12;1;19;0;-23.3
12;1;22;0;-23.3
13;1;1;0;-23.1
13;1;4;0;-22.2
13;1;7;0;-21.6
13;1;10;40;-19.8
13;1;13;180;-13.7
13;1;16;50;-13.5
13;1;19;0;-14.8
13;1;22;0;-14.8
14;1;1;0;-15.1
14;1;4;0;-15.8
14;1;7;0;-16.2
14;1;10;26;-15.6
14;1;13;91;-13.1
14;1;16;26;-13.1
14;1;19;0;-14.7
14;1;22;0;-16.1
15;1;1;0;-17.8
15;1;4;0;-20.2
15;1;7;0;-21.9
15;1;10;31;-22.1
15;1;13;59;-20.6
15;1;16;44;-21.1
15;1;19;0;-20.4
15;1;22;0;-18.1
16;1;1;0;-16.0
16;1;4;0;-14.3
16;1;7;0;-13.4
16;1;10;6;-12.3
16;1;13;26;-10.2
16;1;16;8;-9.8
16;1;19;0;-9.5
16;1;22;0;-8.3
17;1;1;0;-7.8
17;1;4;0;-8.5
17;1;7;0;-9.0
17;1;10;55;-7.7
17;1;13;85;-5.1
17;1;16;5;-6.3
17;1;19;0;-6.3
17;1;22;0;-5.3
18;1;1;0;-4.5
18;1;4;0;-4.1
18;1;7;0;-3.9
18;1;10;10;-3.4
18;1;13;45;-1.8
18;1;16;16;-1.7
18;1;19;0;-1.5
18;1;22;0;-0.7
19;1;1;0;-0.1
19;1;4;0;-0.1
19;1;7;0;-0.1
19;1;10;6;0.2
19;1;13;29;1.0
19;1;16;9;1.1
19;1;19;0;0.7
19;1;22;0;0.3
20;1;1;0;-0.8
20;1;4;0;-1.2
20;1;7;0;-1.7
20;1;10;6;-1.9
20;1;13;24;-2.0
20;1;16;9;-2.2
20;1;19;0;-2.5
20;1;22;0;-2.9
21;1;1;0;-3.2
21;1;4;0;-2.8
21;1;7;0;-2.5
21;1;10;42;-0.9
21;1;13;177;3.7
21;1;16;53;4.0
21;1;19;0;2.6
21;1;22;0;1.9
22;1;1;0;0.8
22;1;4;0;-0.6
22;1;7;0;-1.2
22;1;10;57;-0.1
22;1;13;213;3.3
22;1;16;75;3.7
22;1;19;0;1.9
22;1;22;0;0.4
23;1;1;0;-1.5
23;1;4;0;-3.6
23;1;7;0;-4.7
23;1;10;53;-3.7
23;1;13;177;0.1
23;1;16;68;0.2
23;1;19;0;-2.8
23;1;22;0;-5.7
24;1;1;0;-9.1
24;1;4;0;-13.3
24;1;7;0;-15.8
24;1;10;67;-15.8
24;1;13;173;-13.9
24;1;16;55;-15.0
24;1;19;0;-16.3
24;1;22;0;-16.9
25;1;1;0;-16.7
25;1;4;0;-15.1
25;1;7;0;-14.1
25;1;10;20;-12.6
25;1;13;70;-9.3
25;1;16;26;-9.1
25;1;19;0;-8.2
25;1;22;0;-5.8
26;1;1;0;-4.3
26;1;4;0;-4.2
26;1;7;0;-4.0
26;1;10;65;-1.9
26;1;13;216;3.4
26;1;16;99;3.0
26;1;19;0;2.5
26;1;22;0;1.4
27;1;1;0;-0.1
27;1;4;0;-2.0
27;1;7;0;-3.0
27;1;10;71;-1.6
27;1;13;229;2.8
27;1;16;93;3.0
27;1;19;0;0.4
27;1;22;0;-2.0
28;1;1;0;-4.5
28;1;4;0;-7.1
28;1;7;0;-8.7
28;1;10;74;-7.4
28;1;13;239;-2.3
28;1;16;93;-2.7
28;1;19;0;-4.7
28;1;22;0;-5.3
29;1;1;0;-5.5
29;1;4;0;-4.6
29;1;7;0;-4.1
29;1;10;13;-3.1
29;1;13;45;-1.2
29;1;16;17;-0.9
29;1;19;0;-1.6
29;1;22;0;-1.9
30;1;1;0;-2.9
30;1;4;0;-4.9
30;1;7;0;-6.1
30;1;10;73;-4.5
30;1;13;247;0.9
30;1;16;106;1.1
30;1;19;0;-0.7
30;1;22;0;-1.0
31;1;1;0;-1.0
31;1;4;0;-0.3
31;1;7;0;0.2
31;1;10;15;1.2
31;1;13;48;3.1
31;1;16;19;3.4
31;1;19;0;2.7
31;1;22;0;2.0
1;2;1;0;1.6
1;2;4;0;0.5
1;2;7;0;-0.2
1;2;10;20;-0.2
1;2;13;84;0.3
1;2;16;35;0.3
1;2;19;0;-1.4
1;2;22;0;-1.8
2;2;1;0;-2.5
2;2;4;0;-3.1
2;2;7;0;-3.4
2;2;10;55;-2.7
2;2;13;69;-1.6
2;2;16;49;-1.2
2;2;19;0;-2.4
2;2;22;0;-3.6
3;2;1;0;-4.8
3;2;4;0;-6.0
3;2;7;0;-6.8
3;2;10;38;-6.6
3;2;13;71;-5.9
3;2;16;46;-6.1
3;2;19;0;-7.0
3;2;22;0;-8.0
4;2;1;0;-10.1
4;2;4;0;-14.2
4;2;7;0;-16.8
4;2;10;98;-17.2
4;2;13;228;-16.6
4;2;16;131;-17.3
4;2;19;0;-17.7
4;2;22;0;-17.4
5;2;1;0;-16.5
5;2;4;0;-14.1
5;2;7;0;-12.5
5;2;10;36;-10.6
5;2;13;173;-6.2
5;2;16;68;-4.8
5;2;19;0;-6.0
5;2;22;0;-6.6
6;2;1;0;-8.2
6;2;4;0;-11.7
6;2;7;0;-13.9
6;2;10;69;-14.2
6;2;13;255;-13.3
6;2;16;11;-13.9
6;2;19;0;-14.9
6;2;22;0;-14.6
7;2;1;0;-13.8
7;2;4;0;-11.9
7;2;7;0;-10.7
7;2;10;57;-8.5
7;2;13;211;-3.5
7;2;16;82;-3.1
7;2;19;0;-5.0
7;2;22;0;-5.8
8;2;1;0;-7.6
8;2;4;0;-11.4
8;2;7;0;-13.5
8;2;10;9;-14.4
8;2;13;93;-14.7
8;2;16;155;-15.0
8;2;19;0;-16.1
8;2;22;0;-18.1
9;2;1;0;-19.5
9;2;4;0;-19.4
9;2;7;0;-19.3
9;2;10;110;-16.8
9;2;13;317;-11.6
9;2;16;134;-11.3
9;2;19;0;-13.6
9;2;22;0;-13.9
10;2;1;0;-14.3
10;2;4;0;-15.0
10;2;7;0;-15.3
10;2;10;119;-12.9
10;2;13;299;-8.4
10;2;16;159;-8.0
10;2;19;0;-10.3
10;2;22;0;-10.5
11;2;1;0;-10.7
11;2;4;0;-10.5
11;2;7;0;-10.3
11;2;10;132;-7.7
11;2;13;341;-4.7
11;2;16;18;-6.5
11;2;19;0;-7.8
11;2;22;0;-8.5
12;2;1;0;-9.7
12;2;4;0;-12.0
12;2;7;0;-13.4
12;2;10;118;-12.0
12;2;13;303;-8.7
12;2;16;156;-8.7
12;2;19;0;-10.7
12;2;22;0;-10.6
13;2;1;0;-10.1
13;2;4;0;-8.9
13;2;7;0;-8.0
13;2;10;94;-4.9
13;2;13;236;-0.5
13;2;16;109;0.3
13;2;19;0;-2.1
13;2;22;0;-3.6
14;2;1;0;-7.0
14;2;4;0;-14.1
14;2;7;0;-18.4
14;2;10;132;-20.4
14;2;13;303;-21.6
14;2;16;65;-22.7
14;2;19;0;-24.1
14;2;22;0;-23.6
15;2;1;0;-23.1
15;2;4;0;-21.5
15;2;7;0;-20.8
15;2;10;27;-19.8
15;2;13;74;-17.9
15;2;16;42;-17.4
15;2;19;0;-17.1
15;2;22;0;-15.2
16;2;1;0;-11.9
16;2;4;0;-12.1
16;2;7;0;-12.0
16;2;10;13;-11.7
16;2;13;46;-11.0
16;2;16;135;-8.1
16;2;19;0;-8.5
16;2;22;0;-7.3
17;2;1;0;-6.4
17;2;4;0;-6.1
17;2;7;0;-6.1
17;2;10;23;-5.2
17;2;13;55;-3.8
17;2;16;168;-0.1
17;2;19;0;-1.5
17;2;22;0;-3.2
18;2;1;0;-6.0
18;2;4;0;-10.7
18;2;7;0;-13.2
18;2;10;159;-12.5
18;2;13;160;-12.3
18;2;16;104;-12.8
18;2;19;0;-14.0
18;2;22;0;-14.9
19;2;1;0;-14.9
19;2;4;0;-13.0
19;2;7;0;-11.9
19;2;10;159;-7.5
19;2;13;362;-0.4
19;2;16;208;1.6
19;2;19;0;-1.4
19;2;22;0;-2.4
20;2;1;0;-3.9
20;2;4;0;-6.4
20;2;7;0;-7.7
20;2;10;181;-4.7
20;2;13;389;0.2
20;2;16;216;1.0
20;2;19;0;-1.7
20;2;22;0;-2.2
21;2;1;0;-2.4
21;2;4;0;-1.4
21;2;7;0;-0.8
21;2;10;88;1.1
21;2;13;171;3.7
21;2;16;91;2.8
21;2;19;0;3.5
21;2;22;0;3.1
22;2;1;0;2.2
22;2;4;0;0.9
22;2;7;0;0.5
22;2;10;102;1.6
22;2;13;252;3.5
22;2;16;128;2.8
22;2;19;0;3.1
22;2;22;0;1.9
23;2;1;0;0.4
23;2;4;0;-1.8
23;2;7;0;-2.9
23;2;10;94;-1.7
23;2;13;181;0.0
23;2;16;100;0.2
23;2;19;0;-1.3
23;2;22;0;-2.5
24;2;1;0;-3.2
24;2;4;0;-3.2
24;2;7;0;-3.2
24;2;10;88;-1.1
24;2;13;172;1.7
24;2;16;97;2.4
24;2;19;0;0.7
24;2;22;0;-0.8
25;2;1;0;-2.4
25;2;4;0;-4.2
25;2;7;0;-5.0
25;2;10;133;-2.4
25;2;13;279;1.1
25;2;16;160;1.9
25;2;19;0;-0.6
25;2;22;0;-3.2
26;2;1;0;-5.7
26;2;4;0;-7.8
26;2;7;0;-8.9
26;2;10;211;-5.3
26;2;13;302;-1.3
26;2;16;156;-1.6
26;2;19;0;-4.2
26;2;22;0;-5.1
27;2;1;0;-5.8
27;2;4;0;-5.2
27;2;7;0;-4.6
27;2;10;198;-0.8
27;2;13;389;2.8
27;2;16;219;2.8
27;2;19;0;2.8
27;2;22;0;3.4
28;2;1;0;2.1
28;2;4;0;-0.2
28;2;7;0;-1.2
28;2;10;133;0.3
28;2;13;338;2.8
28;2;16;164;3.2
28;2;19;0;2.0
28;2;22;0;1.0
1;3;1;0;-0.5
1;3;4;0;-1.5
1;3;7;0;-2.1
1;3;10;57;-1.9
1;3;13;116;-1.6
1;3;16;57;-1.8
1;3;19;0;-2.4
1;3;22;0;-3.2
2;3;1;0;-4.2
2;3;4;0;-5.0
2;3;7;0;-5.3
2;3;10;163;-3.2
2;3;13;432;0.4
2;3;16;253;1.4
2;3;19;0;-0.6
2;3;22;0;-2.9
3;3;1;0;-5.3
3;3;4;0;-7.6
3;3;7;0;-8.7
3;3;10;246;-6.2
3;3;13;417;-3.5
3;3;16;214;-3.5
3;3;19;0;-5.7
3;3;22;0;-7.8
4;3;1;0;-9.7
4;3;4;0;-10.9
4;3;7;0;-11.5
4;3;10;232;-8.6
4;3;13;449;-5.1
4;3;16;272;-4.4
4;3;19;0;-6.4
4;3;22;0;-7.5
5;3;1;0;-8.3
5;3;4;0;-8.8
5;3;7;0;-9.0
5;3;10;207;-6.0
5;3;13;433;-2.0
5;3;16;234;-1.6
5;3;19;0;-4.2
5;3;22;0;-4.8
6;3;1;0;-5.4
6;3;4;0;-6.0
6;3;7;0;-6.2
6;3;10;105;-5.2
6;3;13;292;-2.2
6;3;16;209;-1.0
6;3;19;0;-2.6
6;3;22;0;-3.5
7;3;1;0;-4.6
7;3;4;0;-5.3
7;3;7;0;-5.7
7;3;10;23;-5.4
7;3;13;43;-5.2
7;3;16;178;-3.8
7;3;19;0;-4.0
7;3;22;0;-5.5
8;3;1;0;-7.4
8;3;4;0;-10.3
8;3;7;0;-11.9
8;3;10;262;-10.1
8;3;13;466;-8.2
8;3;16;286;-8.3
8;3;19;0;-10.4
8;3;22;0;-12.4
9;3;1;0;-13.6
9;3;4;0;-13.3
9;3;7;0;-13.2
9;3;10;261;-9.3
9;3;13;469;-5.3
9;3;16;298;-4.4
9;3;19;0;-7.2
9;3;22;0;-8.3
10;3;1;0;-9.5
10;3;4;0;-10.7
10;3;7;0;-11.3
10;3;10;281;-7.4
10;3;13;489;-3.6
10;3;16;313;-2.8
10;3;19;0;-5.7
10;3;22;0;-6.7
11;3;1;0;-7.5
11;3;4;0;-7.9
11;3;7;0;-8.1
11;3;10;291;-3.5
11;3;13;504;0.8
11;3;16;322;1.7
11;3;19;0;-1.4
11;3;22;0;-3.0
12;3;1;0;-4.8
12;3;4;0;-6.7
12;3;7;0;-7.4
12;3;10;203;-5.0
12;3;13;371;-2.2
12;3;16;244;-1.5
12;3;19;0;-3.4
12;3;22;0;-4.4
13;3;1;0;-5.1
13;3;4;0;-5.2
13;3;7;0;-5.1
13;3;10;300;-1.6
13;3;13;269;-0.1
13;3;16;30;-1.7
13;3;19;0;-3.0
13;3;22;0;-3.0
14;3;1;0;-3.4
14;3;4;0;-3.6
14;3;7;0;-3.7
14;3;10;171;-1.6
14;3;13;355;1.0
14;3;16;28;0.4
14;3;19;2;-0.7
14;3;22;0;-1.3
15;3;1;0;-2.1
15;3;4;0;-2.6
15;3;7;0;-2.8
15;3;10;182;-0.5
15;3;13;255;1.7
15;3;16;150;2.1
15;3;19;1;0.7
15;3;22;0;-0.7
16;3;1;0;-2.1
16;3;4;0;-3.4
16;3;7;0;-3.9
16;3;10;258;-0.5
16;3;13;422;2.8
16;3;16;264;3.6
16;3;19;1;1.2
16;3;22;0;2.0
17;3;1;0;2.7
17;3;4;0;3.5
17;3;7;0;3.8
17;3;10;214;7.6
17;3;13;220;9.3
17;3;16;231;10.8
17;3;19;6;9.8
17;3;22;0;7.3
18;3;1;0;4.6
18;3;4;0;1.7
18;3;7;0;0.6
18;3;10;162;2.1
18;3;13;285;3.6
18;3;16;153;3.6
18;3;19;1;2.3
18;3;22;0;0.7
19;3;1;0;-0.5
19;3;4;0;-0.7
19;3;7;1;-0.8
19;3;10;71;0.6
19;3;13;60;1.2
19;3;16;285;4.6
19;3;19;5;4.2
19;3;22;0;2.1
20;3;1;0;-0.3
20;3;4;0;-2.8
20;3;7;1;-3.7
20;3;10;241;-1.1
20;3;13;372;1.3
20;3;16;251;2.0
20;3;19;1;0.1
20;3;22;0;-1.9
21;3;1;0;-3.5
21;3;4;0;-4.5
21;3;7;2;-4.8
21;3;10;283;-0.7
21;3;13;447;3.2
21;3;16;310;4.5
21;3;19;4;1.8
21;3;22;0;1.1
22;3;1;0;0.5
22;3;4;0;0.3
22;3;7;1;0.1
22;3;10;147;2.5
22;3;13;217;4.5
22;3;16;142;5.0
22;3;19;1;3.8
22;3;22;0;2.1
23;3;1;0;0.6
23;3;4;0;-1.1
23;3;7;2;-1.7
23;3;10;176;0.7
23;3;13;262;2.6
23;3;16;224;3.3
23;3;19;2;1.8
23;3;22;0;0.6
24;3;1;0;-0.3
24;3;4;0;-0.8
24;3;7;10;-0.5
24;3;10;165;1.9
24;3;13;270;3.4
24;3;16;329;4.4
24;3;19;17;4.0
24;3;22;0;2.3
25;3;1;0;0.5
25;3;4;0;-1.2
25;3;7;1;-1.8
25;3;10;243;1.8
25;3;13;309;3.6
25;3;16;213;4.2
25;3;19;13;2.7
25;3;22;0;0.1
26;3;1;0;-2.3
26;3;4;0;-4.2
26;3;7;6;-4.7
26;3;10;385;0.6
26;3;13;559;4.7
26;3;16;371;5.6
26;3;19;6;2.5
26;3;22;0;1.1
27;3;1;0;-0.1
27;3;4;0;-0.5
27;3;7;2;-0.6
27;3;10;299;4.2
27;3;13;434;8.3
27;3;16;340;9.5
27;3;19;11;7.2
27;3;22;0;5.0
28;3;1;0;2.8
28;3;4;0;0.8
28;3;7;2;0.1
28;3;10;227;3.6
28;3;13;467;6.6
28;3;16;348;7.7
28;3;19;27;6.0
28;3;22;0;3.6
29;3;1;0;1.5
29;3;4;0;0.0
29;3;7;8;-0.3
29;3;10;190;2.9
29;3;13;380;5.3
29;3;16;308;6.3
29;3;19;3;4.3
29;3;22;0;2.4
30;3;1;0;0.6
30;3;4;0;-0.7
30;3;7;7;-1.0
30;3;10;279;3.3
30;3;13;467;6.8
30;3;16;327;8.0
30;3;19;3;5.3
30;3;22;0;3.4
31;3;1;0;1.7
31;3;4;0;0.7
31;3;7;11;0.7
31;3;10;402;6.3
31;3;13;542;10.1
31;3;16;386;11.3
31;3;19;12;8.8
31;3;22;0;5.3
1;4;1;0;1.1
1;4;4;0;-2.5
1;4;7;18;-3.7
1;4;10;386;-0.1
1;4;13;558;2.6
1;4;16;337;2.9
1;4;19;7;0.4
1;4;22;0;-1.8
2;4;1;0;-3.4
2;4;4;0;-3.7
2;4;7;17;-3.2
2;4;10;200;-0.3
2;4;13;414;3.0
2;4;16;469;5.7
2;4;19;28;4.0
2;4;22;0;1.5
3;4;1;0;-1.0
3;4;4;0;-3.9
3;4;7;21;-4.8
3;4;10;425;-0.8
3;4;13;579;1.6
3;4;16;390;1.8
3;4;19;48;-0.7
3;4;22;0;-2.3
4;4;1;0;-2.0
4;4;4;0;-0.3
4;4;7;35;0.8
4;4;10;135;4.0
4;4;13;152;5.6
4;4;16;407;8.3
4;4;19;27;7.0
4;4;22;0;6.5
5;4;1;0;6.5
5;4;4;0;5.9
5;4;7;55;6.6
5;4;10;432;11.9
5;4;13;631;16.5
5;4;16;443;18.0
5;4;19;55;15.5
5;4;22;0;12.9
6;4;1;0;11.1
6;4;4;0;9.8
6;4;7;11;9.6
6;4;10;81;10.1
6;4;13;115;10.5
6;4;16;72;10.5
6;4;19;9;9.9
6;4;22;0;9.6
7;4;1;0;10.3
7;4;4;0;11.0
7;4;7;18;11.5
7;4;10;85;13.0
7;4;13;172;14.6
7;4;16;144;15.5
7;4;19;18;14.7
7;4;22;0;13.3
8;4;1;0;11.3
8;4;4;0;9.4
8;4;7;61;9.8
8;4;10;292;12.3
8;4;13;490;15.7
8;4;16;299;16.1
8;4;19;73;14.8
8;4;22;0;12.1
9;4;1;0;9.7
9;4;4;0;8.7
9;4;7;7;8.7
9;4;10;43;10.7
9;4;13;770;14.6
9;4;16;43;13.9
9;4;19;29;12.3
9;4;22;0;11.2
10;4;1;0;10.4
10;4;4;0;9.6
10;4;7;63;10.4
10;4;10;393;15.0
10;4;13;541;18.9
10;4;16;380;20.0
10;4;19;56;17.8
10;4;22;0;15.3
11;4;1;0;13.4
11;4;4;0;12.4
11;4;7;50;13.1
11;4;10;292;16.4
11;4;13;421;18.9
11;4;16;466;20.9
11;4;19;87;20.2
11;4;22;0;16.4
12;4;1;0;11.9
12;4;4;0;8.2
12;4;7;67;8.1
12;4;10;384;11.5
12;4;13;487;13.8
12;4;16;354;14.2
12;4;19;57;12.3
12;4;22;0;8.7
13;4;1;0;5.6
13;4;4;0;4.2
13;4;7;49;4.6
13;4;10;283;7.7
13;4;13;420;10.4
13;4;16;304;11.3
13;4;19;53;9.7
13;4;22;0;7.9
14;4;1;0;6.7
14;4;4;0;6.3
14;4;7;8;6.4
14;4;10;84;7.5
14;4;13;220;9.6
14;4;16;216;10.7
14;4;19;41;10.3
14;4;22;0;8.1
15;4;1;0;6.1
15;4;4;0;4.3
15;4;7;37;4.3
15;4;10;208;6.5
15;4;13;251;7.5
15;4;16;189;7.8
15;4;19;22;6.5
15;4;22;0;4.0
16;4;1;0;2.0
16;4;4;0;0.6
16;4;7;76;1.4
16;4;10;400;5.8
16;4;13;532;9.1
16;4;16;378;10.1
16;4;19;58;7.9
16;4;22;0;5.7
17;4;1;0;4.3
17;4;4;0;3.6
17;4;7;52;4.6
17;4;10;287;7.9
17;4;13;337;10.1
17;4;16;225;10.7
17;4;19;39;9.3
17;4;22;0;6.1
18;4;1;0;2.5
18;4;4;0;-0.2
18;4;7;85;0.4
18;4;10;331;3.7
18;4;13;519;6.8
18;4;16;399;7.9
18;4;19;112;6.3
18;4;22;0;2.3
19;4;1;0;-1.7
19;4;4;0;-4.0
19;4;7;113;-2.8
19;4;10;508;2.7
19;4;13;692;6.9
19;4;16;521;8.3
19;4;19;107;5.7
19;4;22;0;1.7
20;4;1;0;-1.5
20;4;4;0;-3.1
20;4;7;127;-1.5
20;4;10;557;4.8
20;4;13;745;9.6
20;4;16;539;11.0
20;4;19;110;8.1
20;4;22;0;3.6
21;4;1;0;-0.2
21;4;4;0;-2.6
21;4;7;118;-1.4
21;4;10;499;3.9
21;4;13;680;7.8
21;4;16;475;8.9
21;4;19;97;6.2
21;4;22;0;2.9
22;4;1;0;0.7
22;4;4;0;0.1
22;4;7;54;1.1
22;4;10;265;3.4
22;4;13;518;6.2
22;4;16;560;10.4
22;4;19;81;9.6
22;4;22;0;7.1
23;4;1;0;4.7
23;4;4;0;2.8
23;4;7;61;3.4
23;4;10;281;6.5
23;4;13;355;9.2
23;4;16;371;10.4
23;4;19;128;9.4
23;4;22;0;6.1
24;4;1;0;3.0
24;4;4;0;1.4
24;4;7;11;1.4
24;4;10;46;1.9
24;4;13;412;4.5
24;4;16;549;8.6
24;4;19;131;8.7
24;4;22;0;6.8
25;4;1;0;5.2
25;4;4;0;4.0
25;4;7;106;5.5
25;4;10;422;10.0
25;4;13;513;13.0
25;4;16;354;13.9
25;4;19;73;11.7
25;4;22;0;8.3
26;4;1;0;5.1
26;4;4;0;3.0
26;4;7;96;4.0
26;4;10;343;7.2
26;4;13;393;9.1
26;4;16;341;9.8
26;4;19;60;8.1
26;4;22;0;5.9
27;4;1;0;4.9
27;4;4;0;4.9
27;4;7;80;6.4
27;4;10;301;10.3
27;4;13;418;13.6
27;4;16;268;14.2
27;4;19;60;12.4
27;4;22;0;8.7
28;4;1;0;3.9
28;4;4;0;0.0
28;4;7;139;1.6
28;4;10;512;6.5
28;4;13;707;10.9
28;4;16;544;12.6
28;4;19;131;10.4
28;4;22;0;4.9
29;4;1;0;-0.5
29;4;4;0;-3.3
29;4;7;153;-1.5
29;4;10;541;4.0
29;4;13;621;7.3
29;4;16;439;8.3
29;4;19;105;6.0
29;4;22;0;2.4
30;4;1;0;-0.2
30;4;4;0;-1.0
30;4;7;50;-0.4
30;4;10;182;1.3
30;4;13;224;2.8
30;4;16;157;3.1
30;4;19;35;2.2
30;4;22;0;2.1
1;5;1;0;2.8
1;5;4;0;3.3
1;5;7;120;4.9
1;5;10;428;9.3
1;5;13;548;13.0
1;5;16;479;15.1
1;5;19;156;14.3
1;5;22;0;11.1
2;5;1;0;8.1
2;5;4;0;6.1
2;5;7;159;7.8
2;5;10;541;12.4
2;5;13;698;16.1
2;5;16;521;17.4
2;5;19;135;15.5
2;5;22;0;11.9
3;5;1;0;8.8
3;5;4;0;7.4
3;5;7;213;9.7
3;5;10;664;15.2
3;5;13;417;17.0
3;5;16;308;16.4
3;5;19;73;14.1
3;5;22;0;10.5
4;5;1;0;6.8
4;5;4;0;4.8
4;5;7;189;6.9
4;5;10;603;12.1
4;5;13;781;16.2
4;5;16;583;17.7
4;5;19;161;15.6
4;5;22;0;11.8
5;5;1;0;9.0
5;5;4;0;7.8
5;5;7;155;9.6
5;5;10;495;14.0
5;5;13;632;17.5
5;5;16;465;18.7
5;5;19;128;16.9
5;5;22;0;13.9
6;5;1;0;11.8
6;5;4;0;11.0
6;5;7;58;11.5
6;5;10;215;14.2
6;5;13;257;15.4
6;5;16;375;16.6
6;5;19;183;17.0
6;5;22;0;14.2
7;5;1;0;9.1
7;5;4;0;5.8
7;5;7;156;7.2
7;5;10;556;11.3
7;5;13;684;14.2
7;5;16;467;14.9
7;5;19;82;12.5
7;5;22;0;9.2
8;5;1;0;6.0
8;5;4;0;4.9
8;5;7;136;6.5
8;5;10;126;7.1
8;5;13;529;9.8
8;5;16;267;11.3
8;5;19;13;10.1
8;5;22;0;7.7
9;5;1;0;3.7
9;5;4;0;0.9
9;5;7;182;2.9
9;5;10;548;7.2
9;5;13;702;10.6
9;5;16;523;11.7
9;5;19;152;9.8
9;5;22;0;6.3
10;5;1;0;3.5
10;5;4;0;2.6
10;5;7;112;3.5
10;5;10;256;6.3
10;5;13;303;7.3
10;5;16;50;6.7
10;5;19;73;4.9
10;5;22;0;4.5
11;5;1;0;3.7
11;5;4;0;3.4
11;5;7;233;6.4
11;5;10;619;12.1
11;5;13;424;14.0
11;5;16;316;13.5
11;5;19;122;11.7
11;5;22;0;8.0
12;5;1;0;3.2
12;5;4;0;0.2
12;5;7;242;2.2
12;5;10;667;6.2
12;5;13;415;7.2
12;5;16;303;6.3
12;5;19;107;4.4
12;5;22;0;1.6
13;5;1;0;-0.2
13;5;4;0;0.0
13;5;7;232;3.3
13;5;10;665;9.7
13;5;13;838;14.7
13;5;16;638;16.5
13;5;19;200;14.3
13;5;22;0;9.5
14;5;1;0;4.2
14;5;4;0;0.9
14;5;7;219;3.3
14;5;10;619;8.1
14;5;13;775;11.7
14;5;16;596;12.8
14;5;19;190;10.8
14;5;22;0;7.1
15;5;1;0;5.1
15;5;4;0;4.9
15;5;7;219;8.1
15;5;10;606;13.7
15;5;13;773;18.2
15;5;16;576;19.8
15;5;19;174;17.7
15;5;22;0;13.1
16;5;1;0;7.7
16;5;4;0;4.3
16;5;7;229;6.9
16;5;10;653;12.1
16;5;13;832;16.1
16;5;16;640;17.4
16;5;19;204;15.3
16;5;22;0;10.6
17;5;1;0;5.7
17;5;4;0;3.5
17;5;7;231;6.4
17;5;10;639;11.7
17;5;13;796;15.7
17;5;16;600;17.0
17;5;19;193;14.9
17;5;22;0;10.7
18;5;1;0;7.2
18;5;4;0;5.7
18;5;7;156;7.6
18;5;10;403;10.8
18;5;13;500;13.1
18;5;16;321;13.5
18;5;19;80;11.7
18;5;22;0;9.6
19;5;1;0;8.3
19;5;4;0;8.5
19;5;7;119;10.2
19;5;10;347;13.2
19;5;13;442;15.9
19;5;16;309;16.7
19;5;19;111;15.6
19;5;22;0;14.3
20;5;1;0;15.1
20;5;4;0;15.7
20;5;7;98;17.5
20;5;10;254;20.8
20;5;13;386;22.8
20;5;16;463;24.8
20;5;19;245;25.4
