month;day;hour;number;radiation;Temp
4;5;10;2266;432;11.9
4;5;11;2267;533;13.6
4;5;12;2268;606;15.2
4;5;13;2269;631;16.5
4;5;14;2270;604;17.4
4;5;15;2271;542;17.9
4;5;16;2272;443;18.0
4;5;17;2273;313;17.7
4;5;18;2274;176;16.8
4;5;19;2275;55;15.5
4;5;20;2276;0;14.3
4;5;21;2277;0;13.6
4;5;22;2278;0;12.9
4;5;23;2279;0;12.3
4;5;24;2280;0;11.6
4;6;1;2281;0;11.1
4;6;2;2282;0;10.5
4;6;3;2283;0;10.2
4;6;4;2284;0;9.8
4;6;5;2285;0;9.6
4;6;6;2286;0;9.5
4;6;7;2287;11;9.6
4;6;8;2288;33;9.0
4;6;9;2289;57;9.8
4;6;10;2290;81;10.1
4;6;11;2291;94;10.2
4;6;12;2292;116;10.4
4;6;13;2293;115;10.5
4;6;14;2294;103;10.5
4;6;15;2295;100;10.5
4;6;16;2296;72;10.5
4;6;17;2297;55;10.3
4;6;18;2298;30;10.2
4;6;19;2299;9;9.9
4;6;20;2300;0;9.6
4;6;21;2301;0;9.6
4;6;22;2302;0;9.6
4;6;23;2303;0;9.9
4;6;24;2304;0;10.1
4;7;1;2305;0;10.3
4;7;2;2306;0;10.6
4;7;3;2307;0;10.8
4;7;4;2308;0;11.0
4;7;5;2309;0;11.1
4;7;6;2310;0;11.1
4;7;7;2311;18;11.5
4;7;8;2312;54;12.1
4;7;9;2313;80;12.6
4;7;10;2314;85;13.0
4;7;11;2315;125;13.5
4;7;12;2316;159;14.1
4;7;13;2317;172;14.6
4;7;14;2318;185;15.0
4;7;15;2319;173;15.3
4;7;16;2320;144;15.5
4;7;17;2321;92;15.4
4;7;18;2322;54;14.8
4;7;19;2323;18;14.7
4;7;20;2324;0;14.4
4;7;21;2325;0;13.9
4;7;22;2326;0;13.3
4;7;23;2327;0;12.8
4;7;24;2328;0;12.2
4;8;1;2329;0;11.3
4;8;2;2330;0;10.4
4;8;3;2331;0;9.9
4;8;4;2332;0;9.4
4;8;5;2333;0;9.0
4;8;6;2334;0;9.0
4;8;7;2335;61;9.8
4;8;8;2336;112;10.5
4;8;9;2337;166;11.2
4;8;10;2338;292;12.3
4;8;11;2339;399;13.6
4;8;12;2340;483;14.8
4;8;13;2341;490;15.7
4;8;14;2342;334;15.8
4;8;15;2343;351;16.1
4;8;16;2344;299;16.1
4;8;17;2345;263;16.0
4;8;18;2346;182;15.6
4;8;19;2347;73;14.8
4;8;20;2348;1;13.9
4;8;21;2349;0;13.0
4;8;22;2350;0;12.1
4;8;23;2351;0;11.1
4;8;24;2352;0;10.2
4;9;1;2353;0;9.7
4;9;2;2354;0;9.2
4;9;3;2355;0;9.0
4;9;4;2356;0;8.7
4;9;5;2357;0;8.6
4;9;6;2358;0;8.6
4;9;7;2359;7;8.7
4;9;8;2360;199;10.2
4;9;9;2361;190;11.0
4;9;10;2362;43;10.7
4;9;11;2363;307;11.6
4;9;12;2364;449;12.8
4;9;13;2365;770;14.6
4;9;14;2366;438;15.1
4;9;15;2367;156;14.5
4;9;16;2368;43;13.9
4;9;17;2369;31;13.1
4;9;18;2370;97;12.8
4;9;19;2371;29;12.3
4;9;20;2372;0;11.8
4;9;21;2373;0;11.5
4;9;22;2374;0;11.2
4;9;23;2375;0;11.0
4;9;24;2376;0;10.7
4;10;1;2377;0;10.4
4;10;2;2378;0;10.0
4;10;3;2379;0;9.8
4;10;4;2380;0;9.6
4;10;5;2381;0;9.5
4;10;6;2382;1;9.5
4;10;7;2383;63;10.4
4;10;8;2384;170;11.8
4;10;9;2385;286;13.4
4;10;10;2386;393;15.0
4;10;11;2387;478;16.6
4;10;12;2388;526;17.8
4;10;13;2389;541;18.9
4;10;14;2390;527;19.6
4;10;15;2391;466;20.0
4;10;16;2392;380;20.0
4;10;17;2393;277;19.7
4;10;18;2394;158;18.9
4;10;19;2395;56;17.8
4;10;20;2396;0;16.7
4;10;21;2397;0;16.0
4;10;22;2398;0;15.3
4;10;23;2399;0;14.6
4;10;24;2400;0;13.9
4;11;1;2401;0;13.4
4;11;2;2402;0;12.9
4;11;3;2403;0;12.7
4;11;4;2404;0;12.4
4;11;5;2405;0;12.3
4;11;6;2406;0;12.3
4;11;7;2407;50;13.1
4;11;8;2408;155;14.3
4;11;9;2409;202;15.3
4;11;10;2410;292;16.4
4;11;11;2411;310;17.3
4;11;12;2412;354;18.0
4;11;13;2413;421;18.9
4;11;14;2414;472;19.7
4;11;15;2415;494;20.4
4;11;16;2416;466;20.9
4;11;17;2417;344;21.1
4;11;18;2418;237;20.9
4;11;19;2419;87;20.2
4;11;20;2420;3;19.4
4;11;21;2421;0;17.9
4;11;22;2422;0;16.4
4;11;23;2423;0;15.0
4;11;24;2424;0;13.5
4;12;1;2425;0;11.9
4;12;2;2426;0;10.1
4;12;3;2427;0;9.1
4;12;4;2428;0;8.2
4;12;5;2429;0;7.5
4;12;6;2430;1;7.4
4;12;7;2431;67;8.1
4;12;8;2432;179;9.2
4;12;9;2433;296;10.4
4;12;10;2434;384;11.5
4;12;11;2435;467;12.5
4;12;12;2436;497;13.3
4;12;13;2437;487;13.8
4;12;14;2438;462;14.1
4;12;15;2439;412;14.3
4;12;16;2440;354;14.2
4;12;17;2441;256;13.8
4;12;18;2442;155;13.2
4;12;19;2443;57;12.3
4;12;20;2444;0;11.3
4;12;21;2445;0;10.0
4;12;22;2446;0;8.7
4;12;23;2447;0;7.4
4;12;24;2448;0;6.1
4;13;1;2449;0;5.6
4;13;2;2450;0;4.9
4;13;3;2451;0;4.6
4;13;4;2452;0;4.2
4;13;5;2453;0;4.0
4;13;6;2454;1;3.9
4;13;7;2455;49;4.6
4;13;8;2456;114;5.4
4;13;9;2457;222;6.6
4;13;10;2458;283;7.7
4;13;11;2459;358;8.7
4;13;12;2460;415;9.7
4;13;13;2461;420;10.4
4;13;14;2462;409;11.0
4;13;15;2463;357;11.2
4;13;16;2464;304;11.3
4;13;17;2465;220;11.0
4;13;18;2466;138;10.5
4;13;19;2467;53;9.7
4;13;20;2468;1;8.9
4;13;21;2469;0;8.4
4;13;22;2470;0;7.9
4;13;23;2471;0;7.4
4;13;24;2472;0;6.9
4;14;1;2473;0;6.7
4;14;2;2474;0;6.5
4;14;3;2475;0;6.4
4;14;4;2476;0;6.3
4;14;5;2477;0;6.3
4;14;6;2478;1;6.3
4;14;7;2479;8;6.4
4;14;8;2480;39;6.8
4;14;9;2481;54;7.1
4;14;10;2482;84;7.5
4;14;11;2483;144;8.1
4;14;12;2484;242;9.0
4;14;13;2485;220;9.6
4;14;14;2486;229;10.0
4;14;15;2487;240;10.5
4;14;16;2488;216;10.7
4;14;17;2489;177;10.9
4;14;18;2490;100;10.7
4;14;19;2491;41;10.3
4;14;20;2492;1;9.8
4;14;21;2493;0;9.1
4;14;22;2494;0;8.1
4;14;23;2495;0;7.7
4;14;24;2496;0;6.9
4;15;1;2497;0;6.1
4;15;2;2498;0;5.2
4;15;3;2499;0;4.8
4;15;4;2500;0;4.3
4;15;5;2501;0;4.0
4;15;6;2502;1;4.0
4;15;7;2503;37;4.3
4;15;8;2504;126;5.1
4;15;9;2505;199;6.0
4;15;10;2506;208;6.5
4;15;11;2507;246;7.0
4;15;12;2508;240;7.3
4;15;13;2509;251;7.5
4;15;14;2510;256;7.7
4;15;15;2511;263;7.9
4;15;16;2512;189;7.8
4;15;17;2513;127;7.6
4;15;18;2514;20;7.0
4;15;19;2515;22;6.5
4;15;20;2516;1;6.0
4;15;21;2517;0;5.1
4;15;22;2518;0;4.0
4;15;23;2519;0;3.4
4;15;24;2520;0;2.5
4;16;1;2521;0;2.0
4;16;2;2522;0;1.3
4;16;3;2523;0;1.0
4;16;4;2524;0;0.6
4;16;5;2525;0;0.4
4;16;6;2526;3;0.4
4;16;7;2527;76;1.4
4;16;8;2528;176;2.7
4;16;9;2529;293;4.2
4;16;10;2530;400;5.8
4;16;11;2531;466;7.1
4;16;12;2532;519;8.2
4;16;13;2533;532;9.1
4;16;14;2534;515;9.8
4;16;15;2535;458;10.1
4;16;16;2536;378;10.1
4;16;17;2537;280;9.8
4;16;18;2538;159;9.0
4;16;19;2539;58;7.9
4;16;20;2540;1;6.8
4;16;21;2541;0;6.2
4;16;22;2542;0;5.7
4;16;23;2543;0;5.1
4;16;24;2544;0;4.5
4;17;1;2545;0;4.3
4;17;2;2546;0;4.0
4;17;3;2547;0;3.9
4;17;4;2548;0;3.6
4;17;5;2549;0;3.7
4;17;6;2550;2;3.8
4;17;7;2551;52;4.6
4;17;8;2552;127;5.6
4;17;9;2553;210;6.7
4;17;10;2554;287;7.9
4;17;11;2555;318;8.9
4;17;12;2556;317;9.5
4;17;13;2557;337;10.1
4;17;14;2558;347;10.6
4;17;15;2559;273;10.7
4;17;16;2560;225;10.7
4;17;17;2561;160;10.4
4;17;18;2562;96;9.9
4;17;19;2563;39;9.3
4;17;20;2564;1;8.6
4;17;21;2565;0;7.4
4;17;22;2566;0;6.1
4;17;23;2567;0;4.9
4;17;24;2568;0;3.7
4;18;1;2569;0;2.5
4;18;2;2570;0;1.2
4;18;3;2571;0;0.5
4;18;4;2572;0;-0.2
4;18;5;2573;0;-0.7
4;18;6;2574;6;-0.6
4;18;7;2575;85;0.4
4;18;8;2576;174;1.6
4;18;9;2577;257;2.7
4;18;10;2578;331;3.7
4;18;11;2579;449;4.9
4;18;12;2580;478;5.9
4;18;13;2581;519;6.8
4;18;14;2582;505;7.3
4;18;15;2583;497;7.8
4;18;16;2584;399;7.9
4;18;17;2585;300;7.6
4;18;18;2586;234;7.2
4;18;19;2587;112;6.3
4;18;20;2588;7;5.3
4;18;21;2589;0;3.8
4;18;22;2590;0;2.3
4;18;23;2591;0;0.8
4;18;24;2592;0;-0.7
4;19;1;2593;0;-1.7
4;19;2;2594;0;-2.8
4;19;3;2595;0;-3.4
4;19;4;2596;0;-4.0
4;19;5;2597;0;-4.4
4;19;6;2598;7;-4.3
4;19;7;2599;113;-2.8
4;19;8;2600;245;-1.0
4;19;9;2601;384;0.8
4;19;10;2602;508;2.7
4;19;11;2603;608;4.3
4;19;12;2604;668;5.8
4;19;13;2605;692;6.9
4;19;14;2606;678;7.7
4;19;15;2607;613;8.2
4;19;16;2608;521;8.3
4;19;17;2609;390;7.9
4;19;18;2610;247;7.0
4;19;19;2611;107;5.7
4;19;20;2612;5;4.2
4;19;21;2613;0;3.0
4;19;22;2614;0;1.7
4;19;23;2615;0;0.5
4;19;24;2616;0;-0.8
4;20;1;2617;0;-1.5
4;20;2;2618;0;-2.3
4;20;3;2619;0;-2.7
4;20;4;2620;0;-3.1
4;20;5;2621;0;-3.5
4;20;6;2622;8;-3.3
4;20;7;2623;127;-1.5
4;20;8;2624;273;0.5
4;20;9;2625;423;2.7
4;20;10;2626;557;4.8
4;20;11;2627;663;6.7
4;20;12;2628;728;8.3
4;20;13;2629;745;9.6
4;20;14;2630;718;10.4
4;20;15;2631;653;10.9
4;20;16;2632;539;11.0
4;20;17;2633;401;10.5
4;20;18;2634;252;9.5
4;20;19;2635;110;8.1
4;20;20;2636;5;6.5
4;20;21;2637;0;5.1
4;20;22;2638;0;3.6
4;20;23;2639;0;2.2
4;20;24;2640;0;0.8
4;21;1;2641;0;-0.2
4;21;2;2642;0;-1.4
4;21;3;2643;0;-2.0
4;21;4;2644;0;-2.6
4;21;5;2645;0;-3.1
4;21;6;2646;10;-2.9
4;21;7;2647;118;-1.4
4;21;8;2648;262;0.4
4;21;9;2649;387;2.2
4;21;10;2650;499;3.9
4;21;11;2651;580;5.4
4;21;12;2652;643;6.7
4;21;13;2653;680;7.8
4;21;14;2654;670;8.5
4;21;15;2655;585;8.9
4;21;16;2656;475;8.9
4;21;17;2657;355;8.4
4;21;18;2658;228;7.5
4;21;19;2659;97;6.2
4;21;20;2660;4;4.8
4;21;21;2661;0;3.8
4;21;22;2662;0;2.9
4;21;23;2663;0;2.0
4;21;24;2664;0;1.0
4;22;1;2665;0;0.7
4;22;2;2666;0;0.4
4;22;3;2667;0;0.3
4;22;4;2668;0;0.1
4;22;5;2669;0;0.1
4;22;6;2670;4;0.2
4;22;7;2671;54;1.1
4;22;8;2672;49;1.3
4;22;9;2673;126;2.1
4;22;10;2674;265;3.4
4;22;11;2675;289;4.5
4;22;12;2676;152;4.6
4;22;13;2677;518;6.2
4;22;14;2678;663;8.0
4;22;15;2679;705;9.6
4;22;16;2680;560;10.4
4;22;17;2681;439;10.8
4;22;18;2682;246;10.5
4;22;19;2683;81;9.6
4;22;20;2684;11;8.5
4;22;21;2685;0;7.8
4;22;22;2686;0;7.1
4;22;23;2687;0;6.3
4;22;24;2688;0;5.6
4;23;1;2689;0;4.7
4;23;2;2690;0;3.8
4;23;3;2691;0;3.3
4;23;4;2692;0;2.8
4;23;5;2693;0;2.4
4;23;6;2694;11;2.7
4;23;7;2695;61;3.4
4;23;8;2696;156;4.5
4;23;9;2697;231;5.6
4;23;10;2698;281;6.5
4;23;11;2699;398;7.7
4;23;12;2700;447;8.8
4;23;13;2701;355;9.2
4;23;14;2702;487;9.9
4;23;15;2703;383;10.2
4;23;16;2704;371;10.4
4;23;17;2705;346;10.4
4;23;18;2706;232;10.1
4;23;19;2707;128;9.4
4;23;20;2708;17;8.5
4;23;21;2709;0;7.3
4;23;22;2710;0;6.1
4;23;23;2711;0;4.9
4;23;24;2712;0;3.7
4;24;1;2713;0;3.0
4;24;2;2714;0;2.2
4;24;3;2715;0;1.8
4;24;4;2716;0;1.4
4;24;5;2717;0;1.2
4;24;6;2718;3;1.2
4;24;7;2719;11;1.4
4;24;8;2720;23;1.5
4;24;9;2721;35;1.7
4;24;10;2722;46;1.9
4;24;11;2723;100;2.2
4;24;12;2724;234;3.1
4;24;13;2725;412;4.5
4;24;14;2726;520;5.9
4;24;15;2727;719;7.7
4;24;16;2728;549;8.6
4;24;17;2729;452;9.2
4;24;18;2730;288;9.2
4;24;19;2731;131;8.7
4;24;20;2732;22;7.9
4;24;21;2733;0;7.4
4;24;22;2734;0;6.8
4;24;23;2735;0;6.3
4;24;24;2736;0;5.7
4;25;1;2737;0;5.2
4;25;2;2738;0;4.6
4;25;3;2739;0;4.3
4;25;4;2740;0;4.0
4;25;5;2741;0;3.7
4;25;6;2742;13;4.1
4;25;7;2743;106;5.5
4;25;8;2744;220;7.0
4;25;9;2745;300;8.4
4;25;10;2746;422;10.0
4;25;11;2747;485;11.3
4;25;12;2748;475;12.2
4;25;13;2749;513;13.0
4;25;14;2750;498;13.6
4;25;15;2751;473;13.9
4;25;16;2752;354;13.9
4;25;17;2753;280;13.5
4;25;18;2754;162;12.7
4;25;19;2755;73;11.7
4;25;20;2756;2;10.6
4;25;21;2757;0;9.4
4;25;22;2758;0;8.3
4;25;23;2759;0;7.1
4;25;24;2760;0;5.9
4;26;1;2761;0;5.1
4;26;2;2762;0;4.1
4;26;3;2763;0;3.6
4;26;4;2764;0;3.0
4;26;5;2765;0;2.7
4;26;6;2766;14;3.0
4;26;7;2767;96;4.0
4;26;8;2768;176;5.1
4;26;9;2769;265;6.2
4;26;10;2770;343;7.2
4;26;11;2771;371;8.1
4;26;12;2772;394;8.7
4;26;13;2773;393;9.1
4;26;14;2774;449;9.7
4;26;15;2775;353;9.8
4;26;16;2776;341;9.8
4;26;17;2777;228;9.5
4;26;18;2778;156;8.9
4;26;19;2779;60;8.1
4;26;20;2780;2;7.1
4;26;21;2781;0;6.6
4;26;22;2782;0;5.9
4;26;23;2783;0;5.5
4;26;24;2784;0;4.9
4;27;1;2785;0;4.9
4;27;2;2786;0;4.9
4;27;3;2787;0;4.9
4;27;4;2788;0;4.9
4;27;5;2789;0;4.9
4;27;6;2790;9;5.3
4;27;7;2791;80;6.4
4;27;8;2792;152;7.6
4;27;9;2793;261;9.1
4;27;10;2794;301;10.3
4;27;11;2795;404;11.6
4;27;12;2796;443;12.8
4;27;13;2797;418;13.6
4;27;14;2798;363;14.0
4;27;15;2799;364;14.3
4;27;16;2800;268;14.2
4;27;17;2801;218;14.0
4;27;18;2802;139;13.4
4;27;19;2803;60;12.4
4;27;20;2804;2;11.7
4;27;21;2805;0;10.2
4;27;22;2806;0;8.7
4;27;23;2807;0;7.3
4;27;24;2808;0;5.8
4;28;1;2809;0;3.9
4;28;2;2810;0;1.9
4;28;3;2811;0;0.8
4;28;4;2812;0;0.0
4;28;5;2813;0;-0.1
4;28;6;2814;42;0.5
4;28;7;2815;139;1.6
4;28;8;2816;264;3.1
4;28;9;2817;394;4.8
4;28;10;2818;512;6.5
4;28;11;2819;616;8.2
4;28;12;2820;681;9.7
4;28;13;2821;707;10.9
4;28;14;2822;700;11.8
4;28;15;2823;628;12.4
4;28;16;2824;544;12.6
4;28;17;2825;401;12.3
4;28;18;2826;261;11.6
4;28;19;2827;131;10.4
4;28;20;2828;14;9.0
4;28;21;2829;0;7.0
4;28;22;2830;0;4.9
4;28;23;2831;0;2.9
4;28;24;2832;0;0.8
4;29;1;2833;0;-0.5
4;29;2;2834;0;-2.0
4;29;3;2835;0;-2.8
4;29;4;2836;0;-3.3
4;29;5;2837;0;-3.5
4;29;6;2838;49;-2.8
4;29;7;2839;153;-1.5
4;29;8;2840;290;0.2
4;29;9;2841;458;2.2
4;29;10;2842;541;4.0
4;29;11;2843;543;5.3
4;29;12;2844;599;6.4
4;29;13;2845;621;7.3
4;29;14;2846;575;7.9
4;29;15;2847;561;8.3
4;29;16;2848;439;8.3
4;29;17;2849;344;7.9
4;29;18;2850;218;7.1
4;29;19;2851;105;6.0
4;29;20;2852;10;4.6
4;29;21;2853;0;3.5
4;29;22;2854;0;2.4
4;29;23;2855;0;1.3
4;29;24;2856;0;0.2
4;30;1;2857;0;-0.2
4;30;2;2858;0;-0.6
4;30;3;2859;0;-0.8
4;30;4;2860;0;-1.0
4;30;5;2861;0;-1.0
4;30;6;2862;16;-1.0
4;30;7;2863;50;-0.4
4;30;8;2864;91;0.1
4;30;9;2865;142;0.8
4;30;10;2866;182;1.3
4;30;11;2867;211;1.6
4;30;12;2868;230;2.5
4;30;13;2869;224;2.8
4;30;14;2870;204;3.0
4;30;15;2871;190;3.1
4;30;16;2872;157;3.1
4;30;17;2873;120;3.0
4;30;18;2874;73;2.7
4;30;19;2875;35;2.2
4;30;20;2876;3;1.7
4;30;21;2877;0;1.9
4;30;22;2878;0;2.1
4;30;23;2879;0;2.3
4;30;24;2880;0;2.5
5;1;1;2881;0;2.8
5;1;2;2882;0;3.1
5;1;3;2883;0;3.2
5;1;4;2884;0;3.3
5;1;5;2885;0;3.3
5;1;6;2886;30;3.8
5;1;7;2887;120;4.9
5;1;8;2888;232;6.4
5;1;9;2889;311;7.8
5;1;10;2890;428;9.3
5;1;11;2891;555;11.0
5;1;12;2892;480;12.0
5;1;13;2893;548;13.0
5;1;14;2894;562;13.8
5;1;15;2895;658;14.8
5;1;16;2896;479;15.1
5;1;17;2897;426;15.2
5;1;18;2898;315;15.0
5;1;19;2899;156;14.3
5;1;20;2900;19;13.1
5;1;21;2901;0;12.1
5;1;22;2902;0;11.1
5;1;23;2903;0;10.1
5;1;24;2904;0;9.1
5;2;1;2905;0;8.1
5;2;2;2906;0;7.1
5;2;3;2907;0;6.5
5;2;4;2908;0;6.1
5;2;5;2909;0;6.0
5;2;6;2910;53;6.7
5;2;7;2911;159;7.8
5;2;8;2912;291;9.3
5;2;9;2913;426;10.9
5;2;10;2914;541;12.4
5;2;11;2915;627;13.9
5;2;12;2916;683;15.1
5;2;13;2917;698;16.1
5;2;14;2918;679;16.8
5;2;15;2919;618;17.3
5;2;16;2920;521;17.4
5;2;17;2921;399;17.2
5;2;18;2922;263;16.5
5;2;19;2923;135;15.5
5;2;20;2924;17;14.3
5;2;21;2925;0;13.1
5;2;22;2926;0;11.9
5;2;23;2927;0;10.7
5;2;24;2928;0;9.5
5;3;1;2929;0;8.8
5;3;2;2930;0;8.1
5;3;3;2931;0;7.7
5;3;4;2932;0;7.4
5;3;5;2933;0;7.4
5;3;6;2934;67;8.2
5;3;7;2935;213;9.7
5;3;8;2936;382;11.5
5;3;9;2937;548;13.4
5;3;10;2938;664;15.2
5;3;11;2939;776;16.8
5;3;12;2940;441;17.0
5;3;13;2941;417;17.0
5;3;14;2942;403;17.0
5;3;15;2943;337;16.7
5;3;16;2944;308;16.4
5;3;17;2945;230;15.8
5;3;18;2946;141;15.0
5;3;19;2947;73;14.1
5;3;20;2948;8;13.2
5;3;21;2949;0;11.8
5;3;22;2950;0;10.5
5;3;23;2951;0;9.1
5;3;24;2952;0;7.8
5;4;1;2953;0;6.8
5;4;2;2954;0;5.8
5;4;3;2955;0;5.2
5;4;4;2956;0;4.8
5;4;5;2957;0;4.7
5;4;6;2958;66;5.5
5;4;7;2959;189;6.9
5;4;8;2960;334;8.6
5;4;9;2961;475;10.3
5;4;10;2962;603;12.1
5;4;11;2963;707;13.7
5;4;12;2964;764;15.1
5;4;13;2965;781;16.2
5;4;14;2966;756;17.1
5;4;15;2967;684;17.5
5;4;16;2968;583;17.7
5;4;17;2969;453;17.4
5;4;18;2970;306;16.7
5;4;19;2971;161;15.6
5;4;20;2972;47;14.2
5;4;21;2973;0;12.9
5;4;22;2974;0;11.8
5;4;23;2975;0;10.6
5;4;24;2976;0;9.5
5;5;1;2977;0;9.0
5;5;2;2978;0;8.4
5;5;3;2979;0;8.0
5;5;4;2980;0;7.8
5;5;5;2981;0;7.8
5;5;6;2982;55;8.5
5;5;7;2983;155;9.6
5;5;8;2984;273;11.0
5;5;9;2985;392;12.5
5;5;10;2986;495;14.0
5;5;11;2987;577;15.4
5;5;12;2988;631;16.6
5;5;13;2989;632;17.5
5;5;14;2990;608;18.2
5;5;15;2991;548;18.6
5;5;16;2992;465;18.7
5;5;17;2993;363;18.5
5;5;18;2994;246;17.9
5;5;19;2995;128;16.9
5;5;20;2996;38;15.9
5;5;21;2997;0;14.8
5;5;22;2998;0;13.9
5;5;23;2999;0;13.1
5;5;24;3000;0;12.2
5;6;1;3001;0;11.8
5;6;2;3002;0;11.4
5;6;3;3003;0;11.2
5;6;4;3004;0;11.0
5;6;5;3005;0;11.0
5;6;6;3006;15;11.1
5;6;7;3007;58;11.5
5;6;8;3008;119;11.8
5;6;9;3009;228;13.5
5;6;10;3010;215;14.2
5;6;11;3011;221;14.7
5;6;12;3012;200;15.0
5;6;13;3013;257;15.4
5;6;14;3014;259;15.7
5;6;15;3015;300;16.1
5;6;16;3016;375;16.6
5;6;17;3017;311;16.9
5;6;18;3018;260;17.0
5;6;19;3019;183;17.0
5;6;20;3020;57;16.5
5;6;21;3021;0;15.9
5;6;22;3022;0;14.2
5;6;23;3023;0;12.4
5;6;24;3024;0;10.7
5;7;1;3025;0;9.1
5;7;2;3026;0;7.3
5;7;3;3027;0;6.4
5;7;4;3028;0;5.8
5;7;5;3029;1;5.7
5;7;6;3030;57;6.3
5;7;7;3031;156;7.2
5;7;8;3032;291;8.4
5;7;9;3033;438;9.9
5;7;10;3034;556;11.3
5;7;11;3035;600;12.4
5;7;12;3036;664;13.4
5;7;13;3037;684;14.2
5;7;14;3038;614;14.7
5;7;15;3039;526;14.9
5;7;16;3040;467;14.9
5;7;17;3041;330;14.5
5;7;18;3042;133;13.5
5;7;19;3043;82;12.5
5;7;20;3044;26;11.5
5;7;21;3045;0;10.6
5;7;22;3046;0;9.2
5;7;23;3047;0;7.9
5;7;24;3048;0;6.6
5;8;1;3049;0;6.0
5;8;2;3050;0;5.4
5;8;3;3051;0;5.1
5;8;4;3052;0;4.9
5;8;5;3053;4;5.0
5;8;6;3054;55;5.6
5;8;7;3055;136;6.5
5;8;8;3056;66;6.6
5;8;9;3057;131;6.9
5;8;10;3058;126;7.1
5;8;11;3059;270;7.8
5;8;12;3060;412;8.7
5;8;13;3061;529;9.8
5;8;14;3062;821;11.4
5;8;15;3063;444;11.9
5;8;16;3064;267;11.3
5;8;17;3065;205;11.6
5;8;18;3066;27;10.9
5;8;19;3067;13;10.1
5;8;20;3068;4;9.6
5;8;21;3069;0;9.1
5;8;22;3070;0;7.7
5;8;23;3071;0;6.4
5;8;24;3072;0;5.1
5;9;1;3073;0;3.7
5;9;2;3074;0;2.3
5;9;3;3075;0;1.5
5;9;4;3076;0;0.9
5;9;5;3077;2;0.8
5;9;6;3078;71;1.7
5;9;7;3079;182;2.9
5;9;8;3080;311;4.3
5;9;9;3081;436;5.8
5;9;10;3082;548;7.2
5;9;11;3083;635;8.6
5;9;12;3084;685;9.7
5;9;13;3085;702;10.6
5;9;14;3086;680;11.3
5;9;15;3087;617;11.6
5;9;16;3088;523;11.7
5;9;17;3089;408;11.4
5;9;18;3090;279;10.8
5;9;19;3091;152;9.8
5;9;20;3092;51;8.6
5;9;21;3093;0;7.5
5;9;22;3094;0;6.3
5;9;23;3095;0;5.1
5;9;24;3096;0;3.9
5;10;1;3097;0;3.5
5;10;2;3098;0;3.0
5;10;3;3099;0;2.7
5;10;4;3100;0;2.6
5;10;5;3101;1;2.5
5;10;6;3102;55;3.2
5;10;7;3103;112;3.5
5;10;8;3104;254;5.0
5;10;9;3105;285;5.9
5;10;10;3106;256;6.3
5;10;11;3107;291;6.8
5;10;12;3108;273;7.0
5;10;13;3109;303;7.3
5;10;14;3110;310;7.5
5;10;15;3111;201;7.3
5;10;16;3112;50;6.7
5;10;17;3113;99;6.4
5;10;18;3114;74;5.9
5;10;19;3115;73;4.9
5;10;20;3116;21;5.3
5;10;21;3117;1;4.8
5;10;22;3118;0;4.5
5;10;23;3119;0;4.2
5;10;24;3120;0;3.8
5;11;1;3121;0;3.7
5;11;2;3122;0;3.6
5;11;3;3123;0;3.5
5;11;4;3124;0;3.4
5;11;5;3125;3;3.4
5;11;6;3126;90;4.7
5;11;7;3127;233;6.4
5;11;8;3128;383;8.4
5;11;9;3129;515;10.3
5;11;10;3130;619;12.1
5;11;11;3131;726;13.7
5;11;12;3132;416;13.9
5;11;13;3133;424;14.0
5;11;14;3134;402;14.0
5;11;15;3135;349;13.8
5;11;16;3136;316;13.5
5;11;17;3137;288;13.1
5;11;18;3138;215;12.5
5;11;19;3139;122;11.7
5;11;20;3140;44;10.7
5;11;21;3141;1;9.7
5;11;22;3142;0;8.0
5;11;23;3143;0;6.3
5;11;24;3144;0;4.5
5;12;1;3145;0;3.2
5;12;2;3146;0;1.7
5;12;3;3147;0;0.8
5;12;4;3148;0;0.2
5;12;5;3149;4;0.1
5;12;6;3150;104;1.0
5;12;7;3151;242;2.2
5;12;8;3152;378;3.5
5;12;9;3153;532;4.8
5;12;10;3154;667;6.2
5;12;11;3155;764;7.4
5;12;12;3156;417;7.3
5;12;13;3157;415;7.2
5;12;14;3158;403;7.0
5;12;15;3159;369;6.8
5;12;16;3160;303;6.3
5;12;17;3161;270;5.8
5;12;18;3162;184;5.2
5;12;19;3163;107;4.4
5;12;20;3164;36;3.5
5;12;21;3165;0;2.6
5;12;22;3166;0;1.6
5;12;23;3167;0;0.6
5;12;24;3168;0;-0.4
5;13;1;3169;0;-0.2
5;13;2;3170;0;-0.1
5;13;3;3171;0;0.0
5;13;4;3172;0;0.0
5;13;5;3173;4;0.1
5;13;6;3174;98;1.5
5;13;7;3175;232;3.3
5;13;8;3176;386;5.4
5;13;9;3177;537;7.6
5;13;10;3178;665;9.7
5;13;11;3179;764;11.7
5;13;12;3180;822;13.3
5;13;13;3181;838;14.7
5;13;14;3182;813;15.7
5;13;15;3183;745;16.3
5;13;16;3184;638;16.5
5;13;17;3185;503;16.3
5;13;18;3186;351;15.5
5;13;19;3187;200;14.3
5;13;20;3188;73;12.9
5;13;21;3189;1;11.4
5;13;22;3190;0;9.5
5;13;23;3191;0;7.7
5;13;24;3192;0;5.8
5;14;1;3193;0;4.2
5;14;2;3194;0;2.5
